activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,10843395,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2013159,,CHEMBL2013159,,0,http://www.openphacts.org/units/Nanomolar,1633919,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,10843396,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCCNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '15.20', 'le': '0.29', 'lle': '4.60', 'sei': '5.47'}",CHEMBL2010809,,CHEMBL2010809,6.47,0,http://www.openphacts.org/units/Nanomolar,1633920,=,1,1,=,,IC50,nM,,340.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,340.0
,10843397,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCN(c2ccnc(Nc3ncc(-c4cncc(C(=O)NCCN)c4)s3)c2)CC1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '13.47', 'le': '0.27', 'lle': '5.66', 'sei': '4.62'}",CHEMBL2011352,,CHEMBL2011352,6.77,0,http://www.openphacts.org/units/Nanomolar,1633921,=,1,1,=,,IC50,nM,,170.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,170.0
,10843398,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1CCN(c2ccnc(Nc3ncc(-c4cncc(C(=O)NCCN)c4)s3)c2)CC1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '14.31', 'le': '0.28', 'lle': '4.98', 'sei': '5.16'}",CHEMBL2011353,,CHEMBL2011353,6.68,0,http://www.openphacts.org/units/Nanomolar,1633922,=,1,1,=,,IC50,nM,,210.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,210.0
,10843399,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCCNC(=O)c1cncc(-c2cnc(Nc3cc(Cl)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '16.08', 'le': '0.33', 'lle': '3.34', 'sei': '5.70'}",CHEMBL2013160,,CHEMBL2013160,6.03,0,http://www.openphacts.org/units/Nanomolar,1633923,=,1,1,=,,IC50,nM,,940.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,940.0
,10843400,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCCNC(=O)c1cncc(-c2cnc(Nc3ncccc3Cl)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '16.05', 'le': '0.33', 'lle': '3.33', 'sei': '5.69'}",CHEMBL2013161,,CHEMBL2013161,6.02,0,http://www.openphacts.org/units/Nanomolar,1633924,=,1,1,=,,IC50,nM,,960.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,960.0
,10843401,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccnc1Nc1ncc(-c2cncc(C(=O)NCCN)c2)s1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '17.04', 'le': '0.33', 'lle': '3.70', 'sei': '5.71'}",CHEMBL2013162,,CHEMBL2013162,6.04,0,http://www.openphacts.org/units/Nanomolar,1633925,=,1,1,=,,IC50,nM,,910.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,910.0
,10843402,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCCNC(=O)c1cccc(-c2cnc(Nc3cc(N4CCC(F)(F)CC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '14.82', 'le': '0.29', 'lle': '2.93', 'sei': '7.07'}",CHEMBL2013163,,CHEMBL2013163,6.80,0,http://www.openphacts.org/units/Nanomolar,1633926,=,1,1,=,,IC50,nM,,160.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,160.0
,10843403,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCc1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2013164,,CHEMBL2013164,,0,http://www.openphacts.org/units/Nanomolar,1633927,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,10843404,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCCNC(=O)c1cncc(-c2cnc(Nc3ccccc3Cl)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2013165,,CHEMBL2013165,,0,http://www.openphacts.org/units/Nanomolar,1633928,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,10843405,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCO)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2013166,,CHEMBL2013166,,0,http://www.openphacts.org/units/Nanomolar,1633929,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,10843406,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCC(F)(F)F)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '13.24', 'le': '0.26', 'lle': '2.68', 'sei': '6.67'}",CHEMBL2013167,,CHEMBL2013167,6.15,0,http://www.openphacts.org/units/Nanomolar,1633930,=,1,1,=,,IC50,nM,,705.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,705.0
,10843407,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCN(c2ccnc(Nc3ncc(-c4cncc(C(=O)NCC(F)(F)F)c4)s3)c2)CC1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '10.48', 'le': '0.22', 'lle': '2.96', 'sei': '4.71'}",CHEMBL2013168,,CHEMBL2013168,5.68,0,http://www.openphacts.org/units/Nanomolar,1633931,=,1,1,=,,IC50,nM,,2100.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,2100.0
,10843408,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCC(F)CC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '15.10', 'le': '0.29', 'lle': '3.53', 'sei': '5.92'}",CHEMBL2013169,,CHEMBL2013169,6.46,0,http://www.openphacts.org/units/Nanomolar,1633932,=,1,1,=,,IC50,nM,,350.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,350.0
,10843409,[],CHEMBL2014580,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,NCNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCC(F)(F)CC4)ccn3)s2)c1,,,CHEMBL2010672,Bioorg. Med. Chem. Lett.,2012.0,"{'bei': '14.59', 'le': '0.29', 'lle': '3.27', 'sei': '5.96'}",CHEMBL2013170,,CHEMBL2013170,6.50,0,http://www.openphacts.org/units/Nanomolar,1633933,=,1,1,=,,IC50,nM,,317.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,317.0
,12100979,[],CHEMBL2173146,Inhibition of human CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CBr)N(c1ccccc1)S(=O)(=O)c1cc(Cl)sc1Cl,,,CHEMBL2169756,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL1171238,,CHEMBL1171238,,0,http://www.openphacts.org/units/Nanomolar,1741470,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,uM,UO_0000065,,20.0
,12183909,[],CHEMBL2211056,Inhibition of CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,,,CHEMBL2203257,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2205766,,CHEMBL2205766,,0,http://www.openphacts.org/units/Nanomolar,1759115,<,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,pIC50,,UO_0000065,,5.0
,13446077,[],CHEMBL2427173,Inhibition of CDK7 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,,,CHEMBL2424530,Eur. J. Med. Chem.,2013.0,"{'bei': '12.75', 'le': '0.24', 'lle': '1.17', 'sei': '7.55'}",CHEMBL2426395,,CHEMBL2426395,5.85,0,http://www.openphacts.org/units/Nanomolar,1919686,=,1,1,=,,IC50,nM,,1423.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1423.0
,13446078,[],CHEMBL2427173,Inhibition of CDK7 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,,,CHEMBL2424530,Eur. J. Med. Chem.,2013.0,"{'bei': '12.96', 'le': '0.25', 'lle': '0.97', 'sei': '8.48'}",CHEMBL2426391,,CHEMBL2426391,5.79,0,http://www.openphacts.org/units/Nanomolar,1919682,=,1,1,=,,IC50,nM,,1642.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1642.0
,13446079,[],CHEMBL2427173,Inhibition of CDK7 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,,,CHEMBL2424530,Eur. J. Med. Chem.,2013.0,"{'bei': '12.49', 'le': '0.25', 'lle': '0.45', 'sei': '8.48'}",CHEMBL2426387,,CHEMBL2426387,5.78,0,http://www.openphacts.org/units/Nanomolar,1919678,=,1,1,=,,IC50,nM,,1645.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1645.0
,13446080,[],CHEMBL2427173,Inhibition of CDK7 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,,,CHEMBL2424530,Eur. J. Med. Chem.,2013.0,"{'bei': '12.99', 'le': '0.25', 'lle': '0.77', 'sei': '8.43'}",CHEMBL2426383,,CHEMBL2426383,5.75,0,http://www.openphacts.org/units/Nanomolar,1919674,=,1,1,=,,IC50,nM,,1788.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1788.0
,13446081,[],CHEMBL2427173,Inhibition of CDK7 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,,,CHEMBL2424530,Eur. J. Med. Chem.,2013.0,"{'bei': '13.36', 'le': '0.25', 'lle': '1.06', 'sei': '8.40'}",CHEMBL2426399,,CHEMBL2426399,5.73,0,http://www.openphacts.org/units/Nanomolar,1919692,=,1,1,=,,IC50,nM,,1876.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,1876.0
,15169336,[],CHEMBL3406494,Inhibition of CDC7 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc2c(-c3cc4cc(CN5CCOCC5)ccc4[nH]3)n[nH]c2c1,,,CHEMBL3399927,Bioorg. Med. Chem.,2015.0,"{'bei': '22.27', 'le': '0.40', 'lle': '4.54', 'sei': '9.86'}",CHEMBL374413,,CHEMBL374413,7.96,0,http://www.openphacts.org/units/Nanomolar,2284445,=,1,1,=,,IC50,nM,,11.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,11.0
,15253803,[],CHEMBL3429891,Inhibition of human CDK7,B,,,BAO_0000190,BAO_0000357,single protein format,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,,,CHEMBL3425429,J. Med. Chem.,2015.0,,CHEMBL3426225,,CHEMBL3426225,,0,http://www.openphacts.org/units/Nanomolar,2297067,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,uM,UO_0000065,,10.0
,15678935,[],CHEMBL3606990,Competitive inhibition of human CDK7 in presence of ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,,,CHEMBL3603804,Bioorg. Med. Chem. Lett.,2015.0,"{'bei': '15.01', 'le': '0.28', 'lle': '2.16', 'sei': '7.38'}",CHEMBL3603847,,CHEMBL3603847,8.49,1,http://www.openphacts.org/units/Nanomolar,2494396,=,1,1,=,,IC50,nM,,3.2,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,3.2
Not Determined,15711010,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL393525,,CHEMBL393525,,0,,2498770,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
,15711011,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,"{'bei': '14.86', 'le': '0.31', 'lle': '3.83', 'sei': '4.94'}",CHEMBL3612482,,CHEMBL3612482,6.08,0,http://www.openphacts.org/units/Nanomolar,2498771,=,1,1,=,,IC50,nM,,841.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,841.0
,15711012,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1ccccc1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612483,,CHEMBL3612483,,0,http://www.openphacts.org/units/Nanomolar,2498772,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711013,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612484,,CHEMBL3612484,,0,http://www.openphacts.org/units/Nanomolar,2498773,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711014,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cccc([N+](=O)[O-])c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,"{'bei': '12.75', 'le': '0.26', 'lle': '3.08', 'sei': '4.09'}",CHEMBL3612485,,CHEMBL3612485,5.03,0,http://www.openphacts.org/units/Nanomolar,2498774,=,1,1,=,,IC50,nM,,9244.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,9244.0
,15711015,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(S(=O)(=O)N(C)/N=C/c2cnn3ccc(Cl)nc23)c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612486,,CHEMBL3612486,,0,http://www.openphacts.org/units/Nanomolar,2498775,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711016,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(S(=O)(=O)N(C)/N=C/c2cnn3ccc(Cl)nc23)c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612487,,CHEMBL3612487,,0,http://www.openphacts.org/units/Nanomolar,2498776,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711017,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cccc(OC(F)(F)F)c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612488,,CHEMBL3612488,,0,http://www.openphacts.org/units/Nanomolar,2498777,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711018,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cccc(C#N)c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612489,,CHEMBL3612489,,0,http://www.openphacts.org/units/Nanomolar,2498778,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
Not Determined,15711019,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cccc(F)c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612490,,CHEMBL3612490,,0,,2498779,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
,15711020,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612491,,CHEMBL3612491,,0,http://www.openphacts.org/units/Nanomolar,2498780,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711021,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1ccc(F)cc1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612492,,CHEMBL3612492,,0,http://www.openphacts.org/units/Nanomolar,2498781,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
Not Determined,15711022,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1ccc(F)c(F)c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612493,,CHEMBL3612493,,0,,2498782,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
,15711023,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cccnc1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612494,,CHEMBL3612494,,0,http://www.openphacts.org/units/Nanomolar,2498783,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711024,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1ccc[n+]([O-])c1,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612495,,CHEMBL3612495,,0,http://www.openphacts.org/units/Nanomolar,2498784,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711025,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Br)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612496,,CHEMBL3612496,,0,http://www.openphacts.org/units/Nanomolar,2498785,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
,15711026,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)O)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612497,,CHEMBL3612497,,0,http://www.openphacts.org/units/Nanomolar,2498786,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,10000.0
Not Determined,15711027,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(N)=O)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612072,,CHEMBL3612072,,0,,2498787,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
,15711028,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C#N)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,"{'bei': '14.00', 'le': '0.29', 'lle': '3.22', 'sei': '5.25'}",CHEMBL3612498,,CHEMBL3612498,5.45,0,http://www.openphacts.org/units/Nanomolar,2498788,=,1,1,=,,IC50,nM,,3590.0,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,nM,UO_0000065,,3590.0
Not Determined,15711029,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(F)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612499,,CHEMBL3612499,,0,,2498789,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
Not Determined,15711030,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612500,,CHEMBL3612500,,0,,2498790,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
Not Determined,15711031,[],CHEMBL3615644,Inhibition of CDK7 (unknown origin) by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(/N=C/c1cnn2ccc(Cl)nc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,,,CHEMBL3612060,Bioorg. Med. Chem.,2015.0,,CHEMBL3612501,,CHEMBL3612501,,0,,2498791,,1,0,,,IC50,,,,CHEMBL3055,Homo sapiens,Cyclin-dependent kinase 7,9606,,,IC50,,,,
